0,A_min,A_avg,A_max,te_min,te_avg,te_max,t_min,t_avg,t_max,tipe
442823832429015040.jpg,0.066419753,0.091164367,0.105490196,0.216253877,0.735654175,1.366294384,-0.001389904,0.73541832,1.1885017,haze
442454329715200001.jpg,0.562614379,0.593870733,0.609498911,0.211930752,0.560107589,1.224285364,0.170846657,0.559667332,1.38750132,haze
439850320579928064.jpg,0.711082062,0.755361898,0.804851126,0.05564633,0.514024675,0.962888122,0.113171598,0.513471116,0.919191049,haze
439704376047718400.jpg,0.652476398,0.672011619,0.695453885,0.115226001,0.6173352,1.118554831,0.161037198,0.616641698,1.057483998,haze
442467179410120704.jpg,0.720065359,0.764417211,0.802246732,0.034200996,0.640094697,1.091314912,0.12055984,0.639683799,1.058114803,haze
444319443946971137.jpg,0.214887436,0.250050835,0.269586057,0.129207075,0.632972062,2.048544407,0.252253903,0.631870513,1.702194828,haze
444302273699532800.jpg,0.345345717,0.403550052,0.450113519,0.21689719,0.650569081,1.302201509,0.264802454,0.649919203,1.145810777,haze
443914621066285058.jpg,0.273606811,0.350477296,0.394775542,0.282933295,0.930624664,1.604817629,0.470865667,0.930123417,1.23797044,haze
1107012350952720683_1716115113.jpg,0.675663206,0.675663206,0.675663206,0.07835111,0.466281772,1.361117482,0.14172108,0.465462007,1.160596191,haze
444068756084359169.jpg,0.750488599,0.783061889,0.813029316,0,0.526988864,1.691649914,-0.007213273,0.526614928,1.480183982,haze
444306541932339200.jpg,0.295028719,0.314438503,0.32996633,0,0.74070394,1.350182056,0.074658948,0.740794023,1.086739098,haze
443943352556208128.jpg,0.622230392,0.653537582,0.68875817,0.096338481,0.590824842,1.074503422,0.125094753,0.590494857,1.038254189,haze
444011550739689473.jpg,0.477967914,0.615270351,0.699465241,0.585601211,0.824129581,1.16449213,0.682530865,0.823754817,1.065552262,haze
444072420404514817.jpg,0.218794481,0.326889373,0.421960784,0.657749653,0.982338548,1.335169673,0.687364308,0.982125002,1.289454068,haze
1068444074495305988_1570112681.jpg,0.692420538,0.696332518,0.700244499,0.080017716,0.426872402,0.922500968,0.163145479,0.426350409,0.915591486,haze
440511799553560576.jpg,0.390522876,0.429575163,0.468627451,0,0.83040309,1.296570182,-0.032134898,0.829926379,1.269807032,haze
443564043647737856.jpg,0.648569354,0.670709271,0.683732752,0.026757479,0.605071783,1.249046326,0.067411681,0.604451777,1.2819554,haze
442620216824975360.jpg,0.468845316,0.514427499,0.574335512,0.216476023,0.755057693,1.401123881,0.246367929,0.75424324,1.356325907,haze
1101293272279923540_2039394461.jpg,0.715892421,0.718500407,0.723716381,0.053422242,0.508625865,1.058861256,0.144440428,0.508023729,0.913471446,haze
444151441028943872.jpg,0.847828613,0.850433309,0.855642702,0,0.580994904,1.195124269,0.002736553,0.580100758,1.080598027,haze
442106890336493568.jpg,0.687639797,0.741036069,0.777501816,0,0.418959439,1.159210205,0.054651936,0.417968769,1.182021401,haze
1069618598525513882_2049514331.jpg,0.995652174,0.995652174,0.995652174,0.108121276,0.539446831,1.237549424,0.193154427,0.538887936,1.161682693,haze
441004836285186048.jpg,0.003907044,0.011721133,0.023442266,0,0.552313805,1.166653633,-0.005702393,0.552231739,1.078251885,haze
444304415642505216.jpg,0.39070443,0.497496974,0.582149601,0.709249258,0.948884726,1.256774306,0.763213696,0.948606285,1.215739869,haze
444649600532508672.jpg,0.995833333,0.995833333,0.995833333,0,0.254310042,1.369250059,-0.025089627,0.254150339,1.244855586,haze
439751580712456193.jpg,0.826538988,0.847332421,0.857729138,0,0.426188409,1.10156703,0.034629668,0.425910928,1.120970351,haze
444155095131770880.jpg,0.476659405,0.532660373,0.562614379,0.500973344,0.960753083,1.947590113,0.630078765,0.960399764,1.611272119,haze
444320148745252864.jpg,0.683823529,0.702058824,0.72289916,0.081303239,0.652190387,1.053892136,0.210833767,0.65151277,1.003575693,haze
444386102082682881.jpg,0.29144385,0.532370766,0.683921569,0.801328301,1.052489042,1.354843855,0.853192278,1.052469665,1.331263294,haze
439556084005490688.jpg,0.675918664,0.691546841,0.714989107,0.135171831,0.703550518,1.202441454,0.161758071,0.702920125,1.10025842,haze
440660629737590784.jpg,0.776410564,0.794617847,0.819327731,0,0.764775753,1.357396245,0.045692129,0.763939461,1.162747218,haze
443954378811006976.jpg,0.52745098,0.580847252,0.632941176,0.068713069,0.649041951,1.14838326,0.110032736,0.648584284,1.145024754,haze
441365894418010112.jpg,0.55480029,0.566521423,0.586056645,0.013451785,0.566938162,1.115331054,-0.035917617,0.566450514,1.007003456,haze
440788592353226752.jpg,0.44540305,0.492287582,0.539172113,0.252765536,0.609434247,1.261837244,0.28869618,0.60889056,1.326648376,haze
444054555550945280.jpg,0.629034132,0.640755265,0.648569354,0.039601058,0.687399805,1.22191453,0.071514816,0.686657249,1.054381609,haze
1103653079296322944_1740533658.jpg,0.696332518,0.701548492,0.70806846,0.0555031,0.546052039,1.109906435,-0.157384327,0.545713382,1.07969614,haze
444076375230533632.jpg,0.833553922,0.845294118,0.853120915,0,0.625259459,1.156410813,-0.001009458,0.624901447,1.157810843,haze
440250051021926400.jpg,0.711082062,0.741036069,0.765780683,0,0.643683136,1.226290703,-0.003106891,0.64278262,1.112368706,haze
444149471975190530.jpg,0.015628177,0.026046962,0.039070443,0.269447207,0.867799103,1.251454711,0.40295236,0.867356604,1.185568647,haze
444374520552382464.jpg,0.853564086,0.853564086,0.853564086,0,0.504332066,1.213827491,-0.034660346,0.503987633,1.185974777,haze
441719503689641984.jpg,0.69936093,0.722803195,0.746245461,0,0.652449727,1.290344834,0.071482736,0.651921821,1.268343083,haze
443333916854726656.jpg,0.691546841,0.784013556,0.847828613,0,0.744463503,1.599995971,0.011267098,0.744109839,1.498804182,haze
442816500018057216.jpg,0.058605664,0.066419753,0.078140886,0,0.655896604,1.332139015,-0.004838771,0.656308404,1.220842567,haze
443578854351704064.jpg,0.54723127,0.581107492,0.63713355,0.11732775,0.658619821,1.300979853,0.097458629,0.657961115,1.164619198,haze
444697163860176896.jpg,0.676149733,0.715008913,0.753868093,0.129321277,0.388863534,0.828735828,0.149619515,0.388510359,0.760088734,haze
444647189864644608.jpg,0.429774873,0.454519487,0.50010167,0,0.774515331,1.227529645,-0.015139039,0.773860976,1.169107841,haze
1085201930617226717_1589200128.jpg,0.551589242,0.571149144,0.602444988,0.321197033,0.552326202,0.888788581,0.353554362,0.552010899,0.906425404,haze
449487807283617792.jpg,0.731805556,0.74745915,0.759199346,0,0.54926151,1.638455868,-0.005750706,0.548817411,1.50279988,haze
444339726481227777.jpg,0.371169208,0.490985234,0.574335512,0.576951802,0.708349764,1.160602927,0.616172999,0.708175854,1.104582727,haze
444070507453747200.jpg,0.144560639,0.253957879,0.33600581,0.687540174,0.993505299,1.41289711,0.732933998,0.993381683,1.202569055,haze
442510332095782912.jpg,0.8908061,0.912946018,0.933783588,0,0.519678712,1.314558506,-0.000357166,0.518616578,1.235655536,haze
444109055594745856.jpg,0.676221498,0.712703583,0.730944625,0.030482769,0.711301982,1.467447996,0.093212945,0.71081556,1.381709551,haze
444074920587169792.jpg,0.437306502,0.439886481,0.44504644,0.246819913,0.663833499,1.478964806,0.297930329,0.662731571,1.252757088,haze
444033876633985024.jpg,0.355541031,0.364657468,0.378983297,0.295407057,0.621416152,1.155695558,0.301177473,0.62077452,1.023134184,haze
444313504246296576.jpg,0.495561409,0.660748545,0.768705492,0.33482033,0.780768514,1.260650277,0.566356315,0.780171527,1.038002723,haze
444259009961279488.jpg,0.254370915,0.258284314,0.262197712,0,0.235029235,1.018826723,-0.045371773,0.234904584,0.853174271,haze
444647109669556224.jpg,0.39070443,0.454519487,0.492287582,0.078708977,0.680727065,1.337206721,0.158276169,0.680252446,1.347054707,haze
442104211090575360.jpg,0.601684822,0.622522392,0.664197531,0.25119102,0.68168056,1.202624083,0.376170735,0.681433658,1.035325475,haze
444057997753344000.jpg,0.379335512,0.520119826,0.656993464,0.73334825,0.953763366,1.323250055,0.797160155,0.953567782,1.159234834,haze
444089191190654976.jpg,0.36335512,0.479264101,0.539172113,0.561360061,0.713896036,1.155226231,0.604208235,0.713698386,1.119545155,haze
1101425923490084418_1395600540.jpg,0.990196078,0.990196078,0.990196078,0,0.279542625,0.79762435,0.00017021,0.2795388,0.762499892,haze
440059060079968256.jpg,0.938090646,0.952422587,0.969360334,0,0.738888562,1.277210236,-0.060902016,0.738004413,1.137616322,haze
444352132016140288.jpg,0.56546841,0.731859114,0.889150327,0.515644372,0.793960094,1.396031618,0.549683238,0.793450845,1.343786789,haze
444315925961900032.jpg,0.3727797,0.585057029,0.76497501,0.806893229,1.115125179,1.481446981,0.882373993,1.115155731,1.415818157,haze
444129762856812544.jpg,0.4970396,0.622593874,0.706728181,0.574535549,0.904709458,1.275271058,0.629128586,0.90436325,1.181926193,haze
443979010599428096.jpg,0,0.024509804,0.073529412,0.887745142,1.198251367,1.482433438,1.00488855,1.198415065,1.566960839,haze
444042497811951616.jpg,0.121059972,0.177033938,0.206973501,0.516560912,0.887376845,1.40559721,0.584965853,0.886968768,1.168964024,haze
440432381049057281.jpg,0.232026144,0.256517792,0.282298475,0,0.486929387,1.166294098,-0.038145829,0.486030745,1.118183002,haze
443965045064486912.jpg,0.762214984,0.776547231,0.801302932,0,0.733603835,1.371721387,-0.005388578,0.73309933,1.415619686,haze
444614588651560960.jpg,0.510835913,0.537925697,0.576625387,0.298434079,0.647034228,1.275017023,0.324369842,0.645771254,1.281873189,haze
1105515581201588036_1508722950.jpg,0.222982885,0.225590872,0.230806846,0,0.659301043,1.370210648,-0.010892101,0.660088851,1.129741216,haze
444328897706864640.jpg,0.598333333,0.740421206,0.813420479,0.452112079,0.832660317,1.216633201,0.493408407,0.832320129,1.155906971,haze
443958967585492992.jpg,0.812665214,0.841316872,0.871270879,0,0.520728946,1.06483674,0.006375252,0.520024894,0.900860593,haze
441843770867597312.jpg,0.485390235,0.533282071,0.574702038,0.201645911,0.656164169,1.057151794,0.240777532,0.655540501,1.018386658,haze
444063952356392960.jpg,0.399961553,0.657541971,0.803806228,0.693247795,0.98051852,1.223722219,0.780619787,0.980370779,1.147131647,haze
444046878338863104.jpg,0.773594771,0.877782619,0.94550472,0.176553309,0.736086607,1.430373669,0.232973991,0.735298515,1.281067735,haze
442395660852019200.jpg,0.140653595,0.18493343,0.253957879,0,0.797224104,1.261257052,0.034685106,0.796993307,1.119102138,haze
443963544883585024.jpg,0.496194626,0.505311063,0.519636892,0.193781137,0.704185069,1.248527884,0.236325848,0.703745764,1.228313804,haze
444026606642659329.jpg,0,0,0,0,0.609890461,1.290999651,0.102248733,0.60893892,1.193597964,haze
442889613762236416.jpg,0.660290487,0.673313968,0.683732752,0.145432949,0.751526892,1.270184636,0.182582969,0.751243958,1.265954301,haze
439566360830427136.jpg,0.406332607,0.461031227,0.504008715,0.248940051,0.640106857,1.161699295,0.292039616,0.639628504,1.148047509,haze
444087756675772417.jpg,0.628730823,0.753695955,0.859135286,0.390893996,0.815088332,1.342711449,0.432841189,0.814306682,1.203359618,haze
440302162715750401.jpg,0.47275236,0.535265069,0.613405955,0.212600708,0.661385655,1.166147113,0.248953388,0.660982454,1.185722002,haze
444633552638853120.jpg,0.589963689,0.60298717,0.617312999,0.131373882,0.700112522,1.182198048,0.178345361,0.699367722,1.12165051,haze
443974888936599553.jpg,0.135794743,0.153900709,0.178473091,0.534259737,0.957364976,1.344952703,0.706695035,0.957166617,1.12652048,haze
1101125310056119267_1404381421.jpg,0.997555012,0.997555012,0.997555012,0,0.329811066,1.45042944,-5.14E-15,0.330017334,1.048929857,haze
443917620199170049.jpg,0.492508143,0.534201954,0.566775244,0.336017013,0.717036068,1.235078573,0.248366265,0.716638496,1.253050006,haze
443401059050872832.jpg,0.656677524,0.672312704,0.703583062,0,0.750468314,1.37491703,-0.002010782,0.749359554,1.253505313,haze
443979690194128896.jpg,0.406332607,0.433681917,0.476659405,0,0.685059369,1.21459496,0.006770695,0.684058353,1.146610406,haze
441725846479314944.jpg,0.750152505,0.767083031,0.785315904,0,0.570287704,1.162644982,0.015415094,0.569633163,1.110216186,haze
442701396555485184.jpg,0.813011893,0.832555448,0.856007715,0,0.780351281,1.394571304,-0.011059784,0.77948109,1.240628532,haze
441735164964528128.jpg,0.750152505,0.798339385,0.83610748,0.059992164,0.625275731,1.251932621,0.091023207,0.624394375,1.151789061,haze
444647054711586816.jpg,0.793129993,0.800944081,0.812665214,0,0.496492714,1.137930036,-0.007313318,0.495679242,1.073184908,haze
444076350484127745.jpg,0.410216718,0.423116615,0.437306502,0.259093642,0.630170107,1.386281133,0.296475517,0.629280306,0.921443987,haze
444040329415495680.jpg,0.413565426,0.695778311,0.897358944,0.523093104,1.048801303,2.013086319,0.566363063,1.047907511,1.78590072,haze
441020098581499906.jpg,0.72671024,0.730617284,0.734524328,0,0.474780202,0.976264954,0.120308878,0.474343067,0.936241584,haze
448690726797180928.jpg,0.675918664,0.714989107,0.746245461,0,0.484539151,1.587775946,-0.05426022,0.483509113,1.130603288,haze
442564973181423616.jpg,0.704874728,0.711365287,0.72045207,0.02115646,0.285600334,0.944105268,0.086052326,0.284543153,0.777907412,haze
444660177120133120.jpg,0.540082079,0.573278614,0.59753762,0,0.465772659,1.239429593,-0.033001131,0.46360215,1.161026447,haze
443922607658659842.jpg,0.729946524,0.729946524,0.729946524,0.021703988,0.613556504,1.230374694,-0.102889613,0.612610586,1.219508712,haze
444033413591220224.jpg,0.698961938,0.755914392,0.862053057,0.076512098,0.483723909,0.834825873,0.181111631,0.48303528,0.770878572,haze
444267242293714944.jpg,0.565932534,0.565932534,0.565932534,0.309545398,0.67509985,1.547149539,0.364769408,0.674326515,1.080103982,haze
442273146406572032.jpg,0.543079158,0.567823771,0.586056645,0.287754893,0.523585737,1.129260421,0.312885093,0.52330941,1.200632949,haze
443979987037589506.jpg,0.639937567,0.721880792,0.77260755,0.338310778,0.741407096,1.377179265,0.409777888,0.740689876,1.073551803,haze
443982174320996352.jpg,0.457124183,0.471450012,0.496194626,0.404272497,0.791949332,1.226000547,0.471936055,0.791383192,1.174747315,haze
442507067236970497.jpg,0.617312999,0.643359961,0.668104575,0.226369679,0.704684198,1.149523258,0.260004083,0.704289935,1.122498478,haze
443954869548769281.jpg,0.812665214,0.841316872,0.871270879,0,0.520728946,1.06483674,0.006375252,0.520024894,0.900860593,haze
442106027115155456.jpg,0.712238562,0.721369826,0.735718954,0.039735436,0.591927707,1.120352268,-0.059008601,0.591582308,1.070124409,haze
444500219384721409.jpg,0.570958606,0.761278141,0.891633987,0.38913244,1.176448941,1.691944361,0.51032276,1.176717347,1.599301022,haze
444325741186908161.jpg,0.371169208,0.490985234,0.574335512,0.576951802,0.708345234,1.160778046,0.616172999,0.708171383,1.104325828,haze
444032166540754944.jpg,0.582690632,0.773010167,0.903366013,0.402303338,1.159014821,1.704267502,0.473118493,1.158730984,1.603608495,haze
1091944893453684042_1804531778.jpg,0.244636678,0.275701653,0.299000384,0.641759515,0.829025507,1.180566907,0.702447924,0.829201192,1.02235928,haze
441851692095524864.jpg,0.963925376,0.963925376,0.963925376,0,0.199876413,1.034403443,-0.056062795,0.19956099,1.004536031,haze
444278515970482176.jpg,0.593870733,0.652476398,0.687639797,0.018803567,0.74506098,1.300215006,0.087165545,0.744503951,1.195598113,haze
443905433963483136.jpg,0.644644425,0.658969857,0.671992976,0.13206327,0.70620662,1.19163239,0.205120749,0.705666259,1.147542849,haze
444085104336322560.jpg,0.458208381,0.648481353,0.784390619,0.6680125,0.955221474,1.210336685,0.753687799,0.955118175,1.144472334,haze
443198955266899968.jpg,0.624970937,0.68225994,0.714810509,0,0.530231833,1.298984647,0.001558409,0.529674335,1.335289792,haze
444421336849330176.jpg,0.484473493,0.513125151,0.539172113,0.464407146,0.884402633,1.362339735,0.510175255,0.884007759,1.376067203,haze
444347142392397824.jpg,0.47275236,0.523543936,0.566521423,0.507048666,0.815498948,1.350235224,0.579279011,0.814652498,1.289345371,haze
444127299101679616.jpg,0.042752101,0.053116246,0.062184874,0.411967516,0.820077062,1.29855299,0.459489007,0.820269005,1.237024425,haze
1064825268347081997_47268076.jpg,0.606356968,0.632436838,0.645476773,0.252493382,0.484425962,0.935285091,0.311740632,0.483975125,0.919668495,haze
444610743577477120.jpg,0.549019608,0.687896908,0.806007509,0.423817635,0.839568973,1.385861278,0.485865203,0.838966322,1.301033437,haze
1103709152918349319_1970744.jpg,0.842637447,0.842637447,0.842637447,0,0.150967598,0.682385206,-0.062997512,0.150221478,0.620990121,haze
440483398386069505.jpg,0.390522876,0.429575163,0.468627451,0,0.83040309,1.296570182,-0.032134898,0.829926379,1.269807032,haze
1107678354725468478_264699925.jpg,0.997555012,0.997555012,0.997555012,0,0.223213077,0.887049556,-4.92E-15,0.223164443,0.825543695,haze
444388856939311104.jpg,0.614403595,0.66788671,0.704411765,0.050282925,0.570927382,1.144615054,0.121504807,0.570499699,1.1253095,haze
444047762787557376.jpg,0.359448076,0.41805374,0.461031227,0.316833258,0.936226189,1.442407012,0.371397303,0.935354995,1.357364198,haze
444073306312826880.jpg,0.394736842,0.534055728,0.669504644,0.686507583,0.9707793,1.309819698,0.779507764,0.970427507,1.08730857,haze
444126704563273729.jpg,0.632941176,0.65768579,0.675918664,0.17281127,0.553798854,1.230269432,0.213043363,0.552959379,1.249595876,haze
444315313132158976.jpg,0.574335512,0.595173082,0.617312999,0.190824628,0.784183323,1.200113535,0.249033317,0.783738255,1.169945207,haze
1082963283900954081_2122028388.jpg,0.809779951,0.812387938,0.817603912,0,0.303181589,1.074830174,0.002507488,0.302585559,0.979168551,haze
442535437668581376.jpg,0.508141517,0.554688832,0.601236147,0.099915057,0.679961979,1.135998249,0.160285802,0.679355932,1.124003073,haze
444074418000510977.jpg,0.425696594,0.562435501,0.68498452,0.715936899,0.950893044,1.370725751,0.727019069,0.95076382,1.201145187,haze
444255322614423552.jpg,0.02734931,0.02734931,0.02734931,0,0.706629217,1.180564523,0.031689889,0.706018497,1.122275053,haze
444377200213512192.jpg,0.527089783,0.714499484,0.85505676,0.165589988,0.837283552,1.447389126,0.365747337,0.836781833,1.317393446,haze
442700644269318145.jpg,0.859934853,0.870358306,0.883387622,0,0.731933892,1.30815351,-0.015583448,0.731390877,1.176079201,haze
443919875098951680.jpg,0.695765472,0.738762215,0.766123779,0,0.673646033,1.367879272,0.034414206,0.673072098,1.148407803,haze
441018035009118209.jpg,0.660290487,0.687639797,0.703267974,0,0.623269141,1.334152579,-0.011123238,0.622808453,1.114527682,haze
442700758069157888.jpg,0.871661238,0.88990228,0.899022801,0,0.756507754,1.307139754,-0.01264432,0.755719275,1.213067839,haze
444325075970318336.jpg,0.80516816,0.869008354,0.973237242,0.173310161,0.734309256,1.190032482,0.294995958,0.733572644,1.088123459,haze
443907154144002048.jpg,0.711122995,0.740915033,0.773297683,0.069483072,0.646176159,1.172748446,0.151970988,0.645878051,1.098998074,haze
444288160504102915.jpg,0.637883987,0.670495643,0.700498366,0.100689679,0.634640455,1.250955343,0.129534134,0.634146277,1.265509314,haze
443938598300033024.jpg,0.066419753,0.114606633,0.144560639,0.241296351,0.927009702,1.346836805,0.393818905,0.926393794,1.351520652,haze
1101363996539484736_1387112301.jpg,0.997555012,0.997555012,0.997555012,0,0.479024798,1.518872857,-7.38E-15,0.478939851,1.190667213,haze
445618036104364032.jpg,0.852117264,0.876872964,0.895114007,0,0.811385632,1.416596413,-0.001888898,0.810619387,1.195748457,haze
444287044705996800.jpg,0.876601307,0.896168301,0.907908497,0,0.305776864,1.038957953,-0.00088029,0.30549615,1.051780217,haze
444347412014833664.jpg,0.371169208,0.490985234,0.574335512,0.576951802,0.708345234,1.160778046,0.616172999,0.708171383,1.104325828,haze
444041341702397952.jpg,0.805683129,0.842186572,0.868260459,0,0.658197641,1.291470766,0.048906454,0.657666909,1.144163123,haze
444308778553716736.jpg,0.54402852,0.682626263,0.796613191,0.507547021,0.94075501,1.493778348,0.583350702,0.94030456,1.274360491,haze
442824629736849409.jpg,0.066419753,0.091164367,0.105490196,0.216253877,0.735654175,1.366294384,-0.001389904,0.73541832,1.1885017,haze
444303920567828481.jpg,0.806160131,0.830944989,0.849207516,0,0.53151685,1.276813626,-1.50E-10,0.531029914,1.241277955,haze
442167348699467777.jpg,0.232026144,0.256517792,0.282298475,0,0.486929387,1.166294098,-0.038145829,0.486030745,1.118183002,haze
1103517646211272937_203784883.jpg,0.837163814,0.839771801,0.844987775,0,0.285628766,1.11478734,-4.47E-06,0.285161661,1.075790378,haze
444516328385155072.jpg,0.492248062,0.528423773,0.546511628,0.087283343,0.703054786,1.234797835,0.176374944,0.701962463,1.105578155,haze
443963814011092992.jpg,0.578242556,0.648569354,0.691546841,0,0.735902309,1.40237999,0.012234927,0.735251181,1.193924442,haze
444013561036034048.jpg,0.207166124,0.442996743,0.594136808,0.835309148,1.207530975,1.523986578,0.88940502,1.207607859,1.590678031,haze
443910697278111744.jpg,0.550893246,0.565219075,0.589963689,0.30174017,0.844518721,1.23482132,0.38793583,0.843807647,1.148179783,haze
1085267362423287089_1034986066.jpg,0.997555012,0.997555012,0.997555012,0,0.205295607,1.225390792,-0.010921462,0.205256885,1.17717237,haze
444047004394467328.jpg,0.698379352,0.850540216,0.983193277,0,0.754728973,1.276139259,0.121579917,0.754731362,1.189700829,haze
444032334912700417.jpg,0.453488372,0.468992248,0.496124031,0.458697796,0.83469677,1.227789998,0.487944341,0.833893007,1.191444127,haze
440651917664849920.jpg,0.539172113,0.549590898,0.562614379,0.258747578,0.662899971,1.053805113,0.294685061,0.662452025,1.022014757,haze
443918603037843456.jpg,0.640728501,0.651146851,0.664169788,0.183796048,0.593744397,2.169853687,0.219839605,0.59323939,1.120291424,haze
444069839955447808.jpg,0.500991748,0.628849017,0.700605648,0.539975882,0.851262569,1.744143724,0.559209642,0.850985626,1.783289028,haze
444109056416821248.jpg,0.903366013,0.93986565,0.993311547,0,0.703875124,1.431243777,0.151391889,0.703002853,1.267448151,haze
442624318690689025.jpg,0.906434277,0.923364803,0.94550472,0,0.48783952,1.065343261,-0.08195073,0.487405994,1.072593107,haze
442125466816618496.jpg,0.558707335,0.576940208,0.605591866,0.33674413,0.548515081,0.757759809,0.408797151,0.548056999,0.714275216,haze
444629631761543168.jpg,0.277046142,0.296556434,0.308262609,0,0.674992442,1.181999922,-0.035976757,0.674320384,1.149269433,haze
1082935668927236086_1589200128.jpg,0.563325183,0.582885086,0.614180929,0.316585004,0.584420264,0.952290535,0.344541624,0.5841489,0.952298354,haze
444504836726202369.jpg,0.570958606,0.761278141,0.891633987,0.38913244,1.176448941,1.691944361,0.51032276,1.176717347,1.599301022,haze
444099469252915201.jpg,0.380819964,0.572525253,0.718894831,0.737098694,1.031994581,1.449334741,0.848737847,1.032572246,1.268087032,haze
